9.927091013352994		10.096010485786843		1.0	
15.40697960186778		15.57589907430163		1.0	
21.373883837142625		21.542803309576474		1.0	
28.804825100352257		28.973744572786106		1.0	
36.606701073154746		36.775620545588595		1.0	
53.04636683869911		53.21528631113296		1.0	
70.18202670598836		70.35094617842222		1.0	
78.14643237486688		78.31535184730073		1.0	
86.83124436798558		87.00016384041943		1.0	
95.28328008519702		95.45219955763086		1.0	
104.29257802899976		104.4614975014336		1.0	
113.23162939297124		113.4005488654051		1.0	
122.5898255099533		122.75874498238716		1.0	
132.69046448758908		132.85938396002294		1.0	
143.2787335135578		143.44765298599165		1.0	
149.6171458998935		149.78606537232736		1.0	
156.37412959777177		156.54304907020563		1.0	
162.76017858605718		162.92909805849104		1.0	
169.47014008355862		169.63905955599247		1.0	
175.2060293274351		175.37494879986892		1.0	
181.38191201769476		181.55083149012862		1.0	
189.48623740476776		189.65515687720162		1.0	
198.12402719750963		198.29294666994346		1.0	
204.78753993610223		204.9564594085361		1.0	
212.05533710166299		212.22425657409684		1.0	
219.20705333005654		219.37597280249037		1.0	
226.77672646841975		226.9456459408536		1.0	
232.95322356025233		233.12214303268615		1.0	
239.75722945850742		239.92614893094125		1.0	
246.2355615630376		246.40448103547146		1.0	
253.36347997050873		253.53239944294256		1.0	
260.30621774391744		260.4751372163513		1.0	
267.6436880478414		267.81260752027526		1.0	
274.1922667322028		274.3611862046367		1.0	
281.320185139674		281.4891046121078		1.0	
294.1375440321127		294.30646350454657		1.0	
307.41930859343		307.58822806586386		1.0	
313.10874907839764		313.2776685508315		1.0	
319.5865077414598		319.75542721389365		1.0	
325.69333169492916		325.862251167363		1.0	
332.3348078971082		332.50372736954205		1.0	
339.6722782010322		339.84119767346607		1.0	
347.70574260670105		347.8746620791349		1.0	
357.24911935774554		357.4180388301794		1.0	
367.4658392725485		367.6347587449824		1.0	
375.17543212910624		375.3443516015401		1.0	
383.4875481281232		383.65646760055705		1.0	
391.9866060457115		392.15552551814534		1.0	
401.1346358646678		401.30355533710167		1.0	
413.69644466289833		413.8653641353322		1.0	
420.84816089129185		421.0170803637257		1.0	
431.6454083722454		431.81432784467927		1.0	
437.61231260752027		437.7812320799541		1.0	
446.297124600639		446.46604407307285		1.0	
453.51851396739573		453.6874334398296		1.0	
461.3662242975342		461.53514376996804		1.0	
474.90398951421315		475.072908986647		1.0	
482.3801916932907		482.5491111657246		1.0	
490.15884328663884		490.32776275907264		1.0	
496.9860735643483		497.1549930367822		1.0	
504.1610141721963		504.3299336446301		1.0	
513.053616777259		513.2225362496928		1.0	
519.2068894896371		519.3758089620709		1.0	
526.1264028835914		526.2953223560253		1.0	
530.9793561071516		531.1482755795855		1.0	
540.8710166298026		541.0399361022364		1.0	
546.9778405832719		547.1467600557057		1.0	
555.3602031621201		555.5291226345539		1.0	
562.1171868599984		562.2861063324322		1.0	
568.13111329565		568.3000327680838		1.0	
573.3329646923896		573.5018841648234		1.0	
582.7364217252397		582.9053411976735		1.0	
588.8670434996313		589.0359629720652		1.0	
597.713811747358		597.8827312197919		1.0	
604.5630785614811		604.7319980339149		1.0	
612.8531580240846		613.0220774965184		1.0	
621.5367821741623		621.7057016465963		1.0	
628.1080117965103		628.276931268944		1.0	
633.1008847382649		633.2698042106988		1.0	
636.8731875153601		637.0421069877939		1.0	
642.9341771114935		643.1030965839273		1.0	
656.2617760301466		656.4306955025805		1.0	
662.6942737773409		662.8631932497747		1.0	
669.4738674531006		669.6427869255346		1.0	
675.5116326697796		675.6805521422135		1.0	
682.8491029737036		683.0180224461375		1.0	
689.3971082165971		689.5660276890309		1.0	
697.2680429261899		697.4369623986238		1.0	
702.7247071352502		702.8936266076842		1.0	
709.9228721225527		710.0917915949865		1.0	
715.4265585319898		715.5954780044237		1.0	
732.3996887032031		732.5686081756369		1.0	
739.9693618415663		740.1382813140002		1.0	
746.6566724010813		746.8255918735152		1.0	
755.6433603670025		755.8122798394364		1.0	
762.678381256656		762.8473007290899		1.0	
769.4353649545343		769.6042844269681		1.0	
777.353321864504		777.5222413369378		1.0	
784.1335299418366		784.3024494142705		1.0	
