29.48	29.98	0.0
35.09	35.59	1.0
41.43	41.93	0.0
47.97	48.47	1.0
56.79	57.29	0.0
63.2	63.7	1.0
72.23	72.73	0.0
78.26	78.76	1.0
87.41	87.91	0.0
92.5	93.0	1.0
99.59	100.09	0.0
105.62	106.12	1.0
113.52	114.02	0.0
119.63	120.13	1.0
128.54	129.04	0.0
135.17	135.67	1.0
143.89	144.39	0.0
149.86	150.36	1.0
157.95	158.45	0.0
163.64	164.14	1.0
171.03	171.53	0.0
176.62	177.12	1.0
184.02	184.52	0.0
190.0	190.5	1.0
197.34	197.84	0.0
202.55	203.05	1.0
209.62	210.12	0.0
214.91	215.41	1.0
222.05	222.55	0.0
227.38	227.88	1.0
234.35	234.85	0.0
240.26	240.76	1.0
247.83	248.33	0.0
254.3	254.8	1.0
263.78	264.28	0.0
269.32	269.82	1.0
276.76	277.26	0.0
282.53	283.03	1.0
290.4	290.9	0.0
295.7	296.2	1.0
302.59	303.09	0.0
311.14	311.64	1.0
321.15	321.65	0.0
326.98	327.48	1.0
334.56	335.06	0.0
340.12	340.62	1.0
347.03	347.53	0.0
355.91	356.41	1.0
366.54	367.04	0.0
372.31	372.81	1.0
380.84	381.34	0.0
398.2	398.7	1.0
407.43	407.93	0.0
412.41	412.91	1.0
417.27	417.77	0.0
423.45	423.95	1.0
430.39	430.89	0.0
435.77	436.27	1.0
443.88	444.38	0.0
448.58	449.08	1.0
458.78	459.28	0.0
464.11	464.61	1.0
471.76	472.26	0.0
477.73	478.23	1.0
485.57	486.07	0.0
491.68	492.18	1.0
503.16	503.66	0.0
509.39	509.89	1.0
516.73	517.23	0.0
523.32	523.82	1.0
530.41	530.91	0.0
535.83	536.33	1.0
544.5	545.0	0.0
549.7	550.2	1.0
557.37	557.87	0.0
562.37	562.87	1.0
570.3	570.8	0.0
575.24	575.74	1.0
583.42	583.92	0.0
588.92	589.42	1.0
596.06	596.56	0.0
602.1	602.6	1.0
609.92	610.42	0.0
616.43	616.93	1.0
624.4	624.9	0.0
629.66	630.16	1.0
640.44	640.94	0.0
646.17	646.67	1.0
654.02	654.52	0.0
658.86	659.36	1.0
666.67	667.17	0.0
672.66	673.16	1.0
680.97	681.47	0.0
686.23	686.73	1.0
694.41	694.91	0.0
699.36	699.86	1.0
706.62	707.12	0.0
712.04	712.54	1.0
720.37	720.87	0.0
726.63	727.13	1.0
