3.3	3.8	0.0
11.66	12.16	0.0
25.99	26.49	0.0
37.31	37.81	0.0
49.28	49.78	0.0
60.23	60.73	0.0
71.65	72.15	0.0
82.91	83.41	0.0
94.43	94.93	0.0
106.63	107.13	0.0
118.18	118.68	0.0
131.28	131.78	0.0
143.22	143.72	0.0
152.97	153.47	0.0
166.34	166.84	0.0
176.19	176.69	0.0
186.65	187.15	0.0
197.32	197.82	0.0
209.97	210.47	0.0
220.47	220.97	0.0
231.11	231.61	2.0
232.11	232.61	0.0
398.15	398.65	0.0
409.2	409.7	0.0
420.68	421.18	0.0
430.73	431.23	0.0
440.87	441.37	0.0
451.65	452.15	0.0
463.25	463.75	0.0
475.14	475.64	0.0
486.27	486.77	0.0
498.19	498.69	0.0
509.19	509.69	0.0
520.54	521.04	0.0
531.84	532.34	0.0
546.24	546.74	0.0
557.57	558.07	0.0
567.67	568.17	0.0
579.04	579.54	0.0
590.26	590.76	0.0
600.54	601.04	0.0
