subj,elec,elec_type,roi,roi_condensed,window,si
S0010,RMOF3,no_onset,roi_unavailable,roi_unavailable,onset,0.2555829027895651
S0010,RMOF3,no_onset,roi_unavailable,roi_unavailable,sustained,0.2616858427896591
S0010,RMOF4,no_onset,roi_unavailable,roi_unavailable,onset,0.29077975265267364
S0010,RMOF4,no_onset,roi_unavailable,roi_unavailable,sustained,0.26830276112503015
S0010,RMOF5,no_onset,roi_unavailable,roi_unavailable,onset,0.2565685480873272
S0010,RMOF5,no_onset,roi_unavailable,roi_unavailable,sustained,0.2535521253831534
S0010,RMOF6,no_onset,roi_unavailable,roi_unavailable,onset,0.25501989960266624
S0010,RMOF6,no_onset,roi_unavailable,roi_unavailable,sustained,0.26135197751500283
S0010,RMOF7,no_onset,roi_unavailable,roi_unavailable,onset,0.2335894493282049
S0010,RMOF7,no_onset,roi_unavailable,roi_unavailable,sustained,0.2534544189845662
S0010,RMOF8,no_onset,roi_unavailable,roi_unavailable,onset,0.23695894377212845
S0010,RMOF8,no_onset,roi_unavailable,roi_unavailable,sustained,0.2444336274584049
S0010,RMOF9,no_onset,roi_unavailable,roi_unavailable,onset,0.22326211656692685
S0010,RMOF9,no_onset,roi_unavailable,roi_unavailable,sustained,0.25261079437805667
S0010,RMOF10,no_onset,roi_unavailable,roi_unavailable,onset,0.22292830794940954
S0010,RMOF10,no_onset,roi_unavailable,roi_unavailable,sustained,0.25221205001306957
S0010,RMOF11,no_onset,roi_unavailable,roi_unavailable,onset,0.2560555408768741
S0010,RMOF11,no_onset,roi_unavailable,roi_unavailable,sustained,0.24778947844279275
S0010,RMOF12,no_onset,roi_unavailable,roi_unavailable,onset,0.32553010515897984
S0010,RMOF12,no_onset,roi_unavailable,roi_unavailable,sustained,0.3386012171276722
S0010,RMOF13,no_onset,roi_unavailable,roi_unavailable,onset,0.34264870284004134
S0010,RMOF13,no_onset,roi_unavailable,roi_unavailable,sustained,0.38177771305106
S0010,RMOF14,no_onset,roi_unavailable,roi_unavailable,onset,0.33394989636960215
S0010,RMOF14,no_onset,roi_unavailable,roi_unavailable,sustained,0.2941582721507163
S0010,RMOF15,no_onset,roi_unavailable,roi_unavailable,onset,0.30002628793895547
S0010,RMOF15,no_onset,roi_unavailable,roi_unavailable,sustained,0.24007636060200577
S0010,RMOF16,no_onset,roi_unavailable,roi_unavailable,onset,0.23580128834873126
S0010,RMOF16,no_onset,roi_unavailable,roi_unavailable,sustained,0.22128215970969634
S0010,RPA4,no_onset,roi_unavailable,roi_unavailable,onset,0.1707533843073743
S0010,RPA4,no_onset,roi_unavailable,roi_unavailable,sustained,0.20432636781307112
S0010,RPI1,no_onset,roi_unavailable,roi_unavailable,onset,0.2454933801330057
S0010,RPI1,no_onset,roi_unavailable,roi_unavailable,sustained,0.252939079859013
S0010,RPI2,no_onset,roi_unavailable,roi_unavailable,onset,0.21882335522272278
S0010,RPI2,no_onset,roi_unavailable,roi_unavailable,sustained,0.16839954627318576
S0010,RPI3,no_onset,roi_unavailable,roi_unavailable,onset,0.2094839544463234
S0010,RPI3,no_onset,roi_unavailable,roi_unavailable,sustained,0.15885036043739786
S0010,RPI4,no_onset,roi_unavailable,roi_unavailable,onset,0.199087596313672
S0010,RPI4,no_onset,roi_unavailable,roi_unavailable,sustained,0.16776679461917232
S0010,RPI5,no_onset,roi_unavailable,roi_unavailable,onset,0.18685607725371223
S0010,RPI5,no_onset,roi_unavailable,roi_unavailable,sustained,0.15698075185156268
S0010,RPI6,no_onset,roi_unavailable,roi_unavailable,onset,0.1418194323760662
S0010,RPI6,no_onset,roi_unavailable,roi_unavailable,sustained,0.16032506771285226
S0010,RPI7,no_onset,roi_unavailable,roi_unavailable,onset,0.16038275262081414
S0010,RPI7,no_onset,roi_unavailable,roi_unavailable,sustained,0.1892143805128954
S0010,RPI8,no_onset,roi_unavailable,roi_unavailable,onset,0.13723822026957921
S0010,RPI8,no_onset,roi_unavailable,roi_unavailable,sustained,0.16916635156723214
S0010,RPI9,no_onset,roi_unavailable,roi_unavailable,onset,0.10595184133050073
S0010,RPI9,no_onset,roi_unavailable,roi_unavailable,sustained,0.16796659229027955
S0010,RPI10,no_onset,roi_unavailable,roi_unavailable,onset,0.10377435146023739
S0010,RPI10,no_onset,roi_unavailable,roi_unavailable,sustained,0.19598166369832692
S0010,RPI11,no_onset,roi_unavailable,roi_unavailable,onset,0.09105591038656669
S0010,RPI11,no_onset,roi_unavailable,roi_unavailable,sustained,0.15726637381640773
S0010,RPI12,no_onset,roi_unavailable,roi_unavailable,onset,0.11108365701812284
S0010,RPI12,no_onset,roi_unavailable,roi_unavailable,sustained,0.11428953599905145
S0010,RTP1,no_onset,roi_unavailable,roi_unavailable,onset,0.30159858511828985
S0010,RTP1,no_onset,roi_unavailable,roi_unavailable,sustained,0.23401980487222063
S0010,RTP2,no_onset,roi_unavailable,roi_unavailable,onset,0.2124693881175992
S0010,RTP2,no_onset,roi_unavailable,roi_unavailable,sustained,0.16891803938121575
S0010,RTP3,no_onset,roi_unavailable,roi_unavailable,onset,0.17582144272353228
S0010,RTP3,no_onset,roi_unavailable,roi_unavailable,sustained,0.15293375930489805
S0010,RTP4,no_onset,roi_unavailable,roi_unavailable,onset,0.15684518104212763
S0010,RTP4,no_onset,roi_unavailable,roi_unavailable,sustained,0.14758099435597183
S0010,RTP5,no_onset,roi_unavailable,roi_unavailable,onset,0.09793804130922856
S0010,RTP5,no_onset,roi_unavailable,roi_unavailable,sustained,0.08327653665392876
S0010,RTP6,no_onset,roi_unavailable,roi_unavailable,onset,0.05916462052203819
S0010,RTP6,no_onset,roi_unavailable,roi_unavailable,sustained,0.0635984597496313
S0010,RTP7,no_onset,roi_unavailable,roi_unavailable,onset,0.12041340338579865
S0010,RTP7,no_onset,roi_unavailable,roi_unavailable,sustained,0.11178667477640358
S0010,RTP8,no_onset,roi_unavailable,roi_unavailable,onset,0.15090162999597845
S0010,RTP8,no_onset,roi_unavailable,roi_unavailable,sustained,0.12262531450644087
S0010,RTP9,no_onset,roi_unavailable,roi_unavailable,onset,0.10467104328240495
S0010,RTP9,no_onset,roi_unavailable,roi_unavailable,sustained,0.10300469548439883
S0010,RTP10,no_onset,roi_unavailable,roi_unavailable,onset,0.007137857375742573
S0010,RTP10,no_onset,roi_unavailable,roi_unavailable,sustained,-0.022017474939103
S0014,MTG-AH1,no_onset,Left-Amygdala,amyg,onset,0.2337047937999519
S0014,MTG-AH1,no_onset,Left-Amygdala,amyg,sustained,0.2714209239965317
S0014,MTG-AH2,no_onset,Left-Amygdala,amyg,onset,0.20410321051252112
S0014,MTG-AH2,no_onset,Left-Amygdala,amyg,sustained,0.23551867350677003
S0014,MTG-AH3,no_onset,ctx_lh_G_oc-temp_med-Parahip,hippo,onset,0.1999296974509679
S0014,MTG-AH3,no_onset,ctx_lh_G_oc-temp_med-Parahip,hippo,sustained,0.168403618687323
S0014,MTG-AH4,no_onset,ctx_lh_G_oc-temp_med-Parahip,hippo,onset,0.27499525515942813
S0014,MTG-AH4,no_onset,ctx_lh_G_oc-temp_med-Parahip,hippo,sustained,0.25922624505948266
S0014,MTG-AH5,no_onset,ctx_lh_G_oc-temp_med-Parahip,hippo,onset,0.2730936818711842
S0014,MTG-AH5,no_onset,ctx_lh_G_oc-temp_med-Parahip,hippo,sustained,0.2605189902678342
S0014,MTG-AH6,no_onset,Left-Cerebral-White-Matter,wm,onset,0.2031583868920912
S0014,MTG-AH6,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.16693617927660775
S0014,MTG-AH7,no_onset,Left-Cerebral-White-Matter,wm,onset,0.17516113148135037
S0014,MTG-AH7,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.14361209346103077
S0014,MTG-AH8,no_onset,ctx_lh_S_circular_insula_inf,insula_inf,onset,0.18324694606976166
S0014,MTG-AH8,no_onset,ctx_lh_S_circular_insula_inf,insula_inf,sustained,0.11835505129712587
S0014,MTG-AH9,mic_only,Left-Cerebral-White-Matter,wm,onset,0.09650945271038114
S0014,MTG-AH9,mic_only,Left-Cerebral-White-Matter,wm,sustained,0.0001469504633810903
S0014,MTG-AH10,no_onset,Left-Cerebral-White-Matter,wm,onset,0.2932006314790543
S0014,MTG-AH10,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.19958453461110515
S0014,MTG-AH11,no_onset,ctx_lh_G_temp_sup-Lateral,STG,onset,0.35808768692447224
S0014,MTG-AH11,no_onset,ctx_lh_G_temp_sup-Lateral,STG,sustained,0.2274360437037004
S0014,MTG-AH12,no_onset,ctx_lh_G_temp_sup-Lateral,STG,onset,0.3423085467024851
S0014,MTG-AH12,no_onset,ctx_lh_G_temp_sup-Lateral,STG,sustained,0.30374941796367705
S0014,MTG-AH13,no_onset,ctx_lh_G_temp_sup-Lateral,STG,onset,0.26873994782352884
S0014,MTG-AH13,no_onset,ctx_lh_G_temp_sup-Lateral,STG,sustained,0.2474177367565309
S0014,MTG-AH14,no_onset,ctx_lh_G_temp_sup-Lateral,STG,onset,0.2934775997397103
S0014,MTG-AH14,no_onset,ctx_lh_G_temp_sup-Lateral,STG,sustained,0.23879241682059416
S0014,MTG-AH15,no_onset,ctx_lh_G_temp_sup-Lateral,STG,onset,0.23980019355133741
S0014,MTG-AH15,no_onset,ctx_lh_G_temp_sup-Lateral,STG,sustained,0.21582357038553623
S0014,STG-HG1,spkr_only,Left-Cerebral-White-Matter,wm,onset,0.26692862469985057
S0014,STG-HG1,spkr_only,Left-Cerebral-White-Matter,wm,sustained,0.022275726482282154
S0014,STG-HG2,no_onset,ctx_lh_G_temp_sup-G_T_transv,HG,onset,0.34338465059112244
S0014,STG-HG2,no_onset,ctx_lh_G_temp_sup-G_T_transv,HG,sustained,0.08525046282858795
S0014,STG-HG3,no_onset,ctx_lh_G_temp_sup-G_T_transv,HG,onset,0.43160063087551603
S0014,STG-HG3,no_onset,ctx_lh_G_temp_sup-G_T_transv,HG,sustained,0.44915610187171473
S0014,STG-HG4,spkr_only,ctx_lh_G_temp_sup-G_T_transv,HG,onset,0.5465005413359967
S0014,STG-HG4,spkr_only,ctx_lh_G_temp_sup-G_T_transv,HG,sustained,0.39524185830626335
S0014,STG-HG5,spkr_only,ctx_lh_G_temp_sup-G_T_transv,HG,onset,0.54373578522942
S0014,STG-HG5,spkr_only,ctx_lh_G_temp_sup-G_T_transv,HG,sustained,0.3729323780619038
S0014,STG-HG6,spkr_only,ctx_lh_G_temp_sup-Lateral,STG,onset,0.4104375889692591
S0014,STG-HG6,spkr_only,ctx_lh_G_temp_sup-Lateral,STG,sustained,0.32052208261669457
S0014,STG-HG7,no_onset,Left-Cerebral-White-Matter,wm,onset,0.31816730061864273
S0014,STG-HG7,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.3144313476346883
S0014,STG-HG8,no_onset,ctx_lh_G_temp_sup-Lateral,STG,onset,0.28093714916421453
S0014,STG-HG8,no_onset,ctx_lh_G_temp_sup-Lateral,STG,sustained,0.2797752355399885
S0014,MTG-PH1,no_onset,Left-Hippocampus,hippo,onset,0.26539175886775546
S0014,MTG-PH1,no_onset,Left-Hippocampus,hippo,sustained,0.2833860403022601
S0014,MTG-PH2,no_onset,Left-Hippocampus,hippo,onset,0.2813973047281746
S0014,MTG-PH2,no_onset,Left-Hippocampus,hippo,sustained,0.28169458999086916
S0014,MTG-PH3,no_onset,Left-Cerebral-White-Matter,wm,onset,0.2302866837039057
S0014,MTG-PH3,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.23115972583846967
S0014,MTG-PH4,no_onset,Left-Cerebral-White-Matter,wm,onset,0.19006490702724843
S0014,MTG-PH4,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.2144649744391478
S0014,MTG-PH5,no_onset,Left-Cerebral-White-Matter,wm,onset,0.1794243550770631
S0014,MTG-PH5,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.20971633204151185
S0014,MTG-PH6,no_onset,Left-Cerebral-White-Matter,wm,onset,0.18078063284419832
S0014,MTG-PH6,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.20936593638445666
S0014,MTG-PH7,no_onset,Left-Cerebral-White-Matter,wm,onset,0.1787545340164316
S0014,MTG-PH7,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.19209227488855585
S0014,MTG-PH8,no_onset,Left-Cerebral-White-Matter,wm,onset,0.1716605630016903
S0014,MTG-PH8,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.20220229526733635
S0014,MTG-PH9,no_onset,Left-Cerebral-White-Matter,wm,onset,0.17457409208248587
S0014,MTG-PH9,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.2020948612819229
S0014,MTG-PH10,no_onset,ctx_lh_G_temporal_middle,MTG,onset,0.2362324651001817
S0014,MTG-PH10,no_onset,ctx_lh_G_temporal_middle,MTG,sustained,0.17778459982399863
S0014,MTG-PH11,no_onset,ctx_lh_G_temporal_middle,MTG,onset,0.2942433751911453
S0014,MTG-PH11,no_onset,ctx_lh_G_temporal_middle,MTG,sustained,0.23545387808882823
S0014,AG-PI1,mic_only,Left-Cerebral-White-Matter,wm,onset,-0.022539844564312572
S0014,AG-PI1,mic_only,Left-Cerebral-White-Matter,wm,sustained,-0.0025317392793555715
S0014,AG-PI2,no_onset,ctx_lh_Lat_Fis-post,insula_post,onset,0.1935068171819423
S0014,AG-PI2,no_onset,ctx_lh_Lat_Fis-post,insula_post,sustained,0.13295634474162465
S0014,AG-PI3,no_onset,Left-Cerebral-White-Matter,wm,onset,0.1607657024805622
S0014,AG-PI3,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.15197411587403598
S0014,AG-PI4,mic_only,Left-Cerebral-White-Matter,wm,onset,0.059404255549445395
S0014,AG-PI4,mic_only,Left-Cerebral-White-Matter,wm,sustained,0.03526736639496986
S0014,AG-PI5,mic_only,ctx_lh_Lat_Fis-post,insula_post,onset,-0.26130572795865636
S0014,AG-PI5,mic_only,ctx_lh_Lat_Fis-post,insula_post,sustained,-0.14570456863100967
S0014,AG-PI6,mic_only,ctx_lh_Lat_Fis-post,insula_post,onset,-0.12559173375303623
S0014,AG-PI6,mic_only,ctx_lh_Lat_Fis-post,insula_post,sustained,-0.05612590802310713
S0014,AG-PI7,mic_only,ctx_lh_Lat_Fis-post,insula_post,onset,0.08225725458764854
S0014,AG-PI7,mic_only,ctx_lh_Lat_Fis-post,insula_post,sustained,0.12879346624717103
S0014,AG-PI8,mic_only,ctx_lh_G_temp_sup-Plan_tempo,PT,onset,0.037837797329372425
S0014,AG-PI8,mic_only,ctx_lh_G_temp_sup-Plan_tempo,PT,sustained,0.07320387326602695
S0014,AG-PI9,no_onset,ctx_lh_G_temp_sup-Plan_tempo,PT,onset,0.193278806794835
S0014,AG-PI9,no_onset,ctx_lh_G_temp_sup-Plan_tempo,PT,sustained,0.17754829320442345
S0014,AG-PI10,no_onset,ctx_lh_G_pariet_inf-Supramar,supramar,onset,0.2714726880047085
S0014,AG-PI10,no_onset,ctx_lh_G_pariet_inf-Supramar,supramar,sustained,0.2889069420201378
S0014,AG-PI11,no_onset,ctx_lh_G_pariet_inf-Supramar,supramar,onset,0.23931070734064597
S0014,AG-PI11,no_onset,ctx_lh_G_pariet_inf-Supramar,supramar,sustained,0.21969717911961828
S0014,AG-PI12,no_onset,ctx_lh_G_pariet_inf-Supramar,supramar,onset,0.2393139546414238
S0014,AG-PI12,no_onset,ctx_lh_G_pariet_inf-Supramar,supramar,sustained,0.24482656250843382
S0014,AG-PI14,no_onset,Unknown,outside_brain,onset,0.2616488859224082
S0014,AG-PI14,no_onset,Unknown,outside_brain,sustained,0.2626734032836582
S0014,IMF-AI1,mic_only,Left-Cerebral-White-Matter,wm,onset,0.008678436827019853
S0014,IMF-AI1,mic_only,Left-Cerebral-White-Matter,wm,sustained,-0.005234893067395774
S0014,IMF-AI2,no_onset,Left-Cerebral-White-Matter,wm,onset,0.17707600523868638
S0014,IMF-AI2,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.1388403913154017
S0014,IMF-AI3,no_onset,Left-Cerebral-White-Matter,wm,onset,0.1650473389127396
S0014,IMF-AI3,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.14138066983856468
S0014,IMF-AI4,no_onset,Left-Cerebral-White-Matter,wm,onset,0.17183177163010344
S0014,IMF-AI4,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.16700354021468478
S0014,IMF-AI5,no_onset,Left-Cerebral-White-Matter,wm,onset,0.16762270869467022
S0014,IMF-AI5,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.1672471936152098
S0014,IMF-AI6,no_onset,Left-Cerebral-White-Matter,wm,onset,0.20436746714599963
S0014,IMF-AI6,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.18752333374976948
S0014,IMF-AI7,no_onset,ctx_lh_S_front_inf,IFS,onset,0.2233178570182448
S0014,IMF-AI7,no_onset,ctx_lh_S_front_inf,IFS,sustained,0.19110856094737816
S0014,IMF-AI8,no_onset,ctx_lh_S_front_inf,IFS,onset,0.23641017892940397
S0014,IMF-AI8,no_onset,ctx_lh_S_front_inf,IFS,sustained,0.22082904777012113
S0014,IMF-AI9,no_onset,ctx_lh_G_front_inf-Triangul,IFG,onset,0.2707838719659359
S0014,IMF-AI9,no_onset,ctx_lh_G_front_inf-Triangul,IFG,sustained,0.24437833057795855
S0014,IMF-AI10,no_onset,Unknown,outside_brain,onset,0.34546303189194183
S0014,IMF-AI10,no_onset,Unknown,outside_brain,sustained,0.2536859904986273
S0014,SMFMOF1,no_onset,ctx_lh_S_orbital_med-olfact,OFC,onset,0.25209395952370084
S0014,SMFMOF1,no_onset,ctx_lh_S_orbital_med-olfact,OFC,sustained,0.11903615518435884
S0014,SMFMOF2,no_onset,ctx_lh_S_suborbital,OFC,onset,0.1589554391168455
S0014,SMFMOF2,no_onset,ctx_lh_S_suborbital,OFC,sustained,0.10110233012429903
S0014,SMFMOF3,no_onset,Left-Cerebral-White-Matter,wm,onset,0.2049937602762193
S0014,SMFMOF3,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.09675053143965329
S0014,SMFMOF4,no_onset,ctx_lh_G_and_S_cingul-Ant,cing,onset,0.2511971283910568
S0014,SMFMOF4,no_onset,ctx_lh_G_and_S_cingul-Ant,cing,sustained,0.22444523506420255
S0014,SMFMOF5,no_onset,ctx_lh_G_and_S_cingul-Ant,cing,onset,0.24224325024036664
S0014,SMFMOF5,no_onset,ctx_lh_G_and_S_cingul-Ant,cing,sustained,0.24806252383963323
S0014,SMFMOF6,no_onset,Left-Cerebral-White-Matter,wm,onset,0.2582248994658589
S0014,SMFMOF6,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.2979504400820927
S0014,SMFMOF7,no_onset,ctx_lh_G_and_S_cingul-Ant,cing,onset,0.2608306317405966
S0014,SMFMOF7,no_onset,ctx_lh_G_and_S_cingul-Ant,cing,sustained,0.23941067080724454
S0014,SMFMOF8,no_onset,ctx_lh_G_and_S_cingul-Ant,cing,onset,0.24710844854844805
S0014,SMFMOF8,no_onset,ctx_lh_G_and_S_cingul-Ant,cing,sustained,0.2302070132677505
S0014,SMFMOF9,no_onset,Left-Cerebral-White-Matter,wm,onset,0.2312620736365245
S0014,SMFMOF9,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.22326164164700257
S0014,SMFMOF10,no_onset,Left-Cerebral-White-Matter,wm,onset,0.22800687291367105
S0014,SMFMOF10,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.2293335472510163
S0014,SMFMOF11,no_onset,ctx_lh_S_front_sup,SFS,onset,0.2727556843134462
S0014,SMFMOF11,no_onset,ctx_lh_S_front_sup,SFS,sustained,0.26311521743055155
S0014,SMFMOF12,no_onset,ctx_lh_S_front_sup,SFS,onset,0.4049195641007721
S0014,SMFMOF12,no_onset,ctx_lh_S_front_sup,SFS,sustained,0.4360162590046581
S0014,SMFMOF13,no_onset,ctx_lh_S_front_sup,SFS,onset,0.3571814211595914
S0014,SMFMOF13,no_onset,ctx_lh_S_front_sup,SFS,sustained,0.2543836917692186
S0014,SMFMOF14,no_onset,ctx_lh_G_front_sup,SFG,onset,0.28206829824073276
S0014,SMFMOF14,no_onset,ctx_lh_G_front_sup,SFG,sustained,0.2718965564214202
S0014,SMFMOF15,no_onset,ctx_lh_G_front_sup,SFG,onset,0.2664067098894918
S0014,SMFMOF15,no_onset,ctx_lh_G_front_sup,SFG,sustained,0.23667502762367953
S0014,SMFMOF16,no_onset,ctx_lh_G_front_sup,SFG,onset,0.25828094150344105
S0014,SMFMOF16,no_onset,ctx_lh_G_front_sup,SFG,sustained,0.23039471845037385
S0014,MAFLOF1,no_onset,ctx_lh_S_orbital-H_Shaped,OFC,onset,0.24220062412117804
S0014,MAFLOF1,no_onset,ctx_lh_S_orbital-H_Shaped,OFC,sustained,0.16962446247135143
S0014,MAFLOF2,no_onset,Left-Cerebral-White-Matter,wm,onset,0.23354861242824065
S0014,MAFLOF2,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.12913230361402772
S0014,MAFLOF3,no_onset,Left-Cerebral-White-Matter,wm,onset,0.16458898648826548
S0014,MAFLOF3,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.13982939703136332
S0014,MAFLOF4,no_onset,ctx_lh_Lat_Fis-ant-Horizont,front_operculum,onset,0.14373405213938462
S0014,MAFLOF4,no_onset,ctx_lh_Lat_Fis-ant-Horizont,front_operculum,sustained,0.13864610325265603
S0014,MAFLOF5,no_onset,Left-Cerebral-White-Matter,wm,onset,0.1334856467723442
S0014,MAFLOF5,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.1418467267674317
S0014,MAFLOF6,no_onset,Left-Cerebral-White-Matter,wm,onset,0.17301057614375703
S0014,MAFLOF6,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.1759863006147171
S0014,MAFLOF7,no_onset,Left-Cerebral-White-Matter,wm,onset,0.21305628067356164
S0014,MAFLOF7,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.2601010761287097
S0014,MAFLOF8,no_onset,ctx_lh_S_front_inf,IFS,onset,0.2998128580200341
S0014,MAFLOF8,no_onset,ctx_lh_S_front_inf,IFS,sustained,0.3198113186541607
S0014,MAFLOF9,no_onset,ctx_lh_G_front_middle,MFG,onset,0.3238751129074733
S0014,MAFLOF9,no_onset,ctx_lh_G_front_middle,MFG,sustained,0.33506720253832145
S0014,MAFLOF10,no_onset,ctx_lh_G_front_middle,MFG,onset,0.3079188050273882
S0014,MAFLOF10,no_onset,ctx_lh_G_front_middle,MFG,sustained,0.3207991959753149
S0014,MAFLOF11,no_onset,Left-Cerebral-White-Matter,wm,onset,0.27699138923397637
S0014,MAFLOF11,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.23297144967746752
S0014,MAFLOF12,no_onset,ctx_lh_G_front_middle,MFG,onset,0.2592835552301811
S0014,MAFLOF12,no_onset,ctx_lh_G_front_middle,MFG,sustained,0.2863923502084298
S0014,MAFLOF13,no_onset,ctx_lh_G_front_middle,MFG,onset,0.318213244509975
S0014,MAFLOF13,no_onset,ctx_lh_G_front_middle,MFG,sustained,0.41155797146254036
S0014,MAFLOF14,no_onset,ctx_lh_G_front_middle,MFG,onset,0.2828764181513168
S0014,MAFLOF14,no_onset,ctx_lh_G_front_middle,MFG,sustained,0.32416901303913503
S0014,MAFLOF15,no_onset,ctx_lh_G_front_middle,MFG,onset,0.2966364553637435
S0014,MAFLOF15,no_onset,ctx_lh_G_front_middle,MFG,sustained,0.29336987139555504
S0014,MAFLOF16,no_onset,Unknown,outside_brain,onset,0.28560922583202397
S0014,MAFLOF16,no_onset,Unknown,outside_brain,sustained,0.27336485923943044
S0014,MPF-AC1,no_onset,ctx_lh_G_and_S_cingul-Mid-Ant,cing,onset,0.22171029191387404
S0014,MPF-AC1,no_onset,ctx_lh_G_and_S_cingul-Mid-Ant,cing,sustained,0.22476123035478124
S0014,MPF-AC2,no_onset,ctx_lh_G_and_S_cingul-Mid-Ant,cing,onset,0.19027325338485368
S0014,MPF-AC2,no_onset,ctx_lh_G_and_S_cingul-Mid-Ant,cing,sustained,0.2011238290530717
S0014,MPF-AC3,no_onset,ctx_lh_G_and_S_cingul-Mid-Ant,cing,onset,0.17348053491626048
S0014,MPF-AC3,no_onset,ctx_lh_G_and_S_cingul-Mid-Ant,cing,sustained,0.19700727329804235
S0014,MPF-AC4,no_onset,ctx_lh_G_and_S_cingul-Mid-Ant,cing,onset,0.1632737784045286
S0014,MPF-AC4,no_onset,ctx_lh_G_and_S_cingul-Mid-Ant,cing,sustained,0.29163336295218856
S0014,MPF-AC5,no_onset,Left-Cerebral-White-Matter,wm,onset,0.21793243540977425
S0014,MPF-AC5,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.20950657937657025
S0014,MPF-AC6,no_onset,Left-Cerebral-White-Matter,wm,onset,0.20794810764574478
S0014,MPF-AC6,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.21310781852871896
S0014,MPF-AC7,no_onset,Left-Cerebral-White-Matter,wm,onset,0.2119249404634005
S0014,MPF-AC7,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.22595128396555797
S0014,MPF-AC8,no_onset,ctx_lh_S_front_sup,SFS,onset,0.2095652766273033
S0014,MPF-AC8,no_onset,ctx_lh_S_front_sup,SFS,sustained,0.24010607795968975
S0014,MPF-AC9,no_onset,ctx_lh_S_front_sup,SFS,onset,0.2068530178579857
S0014,MPF-AC9,no_onset,ctx_lh_S_front_sup,SFS,sustained,0.23976477092150117
S0014,MPF-AC10,no_onset,Left-Cerebral-White-Matter,wm,onset,0.21118032649253227
S0014,MPF-AC10,no_onset,Left-Cerebral-White-Matter,wm,sustained,0.23491213495256247
S0014,MPF-AC11,no_onset,ctx_lh_G_front_middle,MFG,onset,0.2543051409299819
S0014,MPF-AC11,no_onset,ctx_lh_G_front_middle,MFG,sustained,0.24389502470876434
S0014,MPF-AC12,no_onset,ctx_lh_G_front_middle,MFG,onset,0.3092125135496109
S0014,MPF-AC12,no_onset,ctx_lh_G_front_middle,MFG,sustained,0.2833960098585755
S0014,MPF-AC13,no_onset,ctx_lh_G_front_middle,MFG,onset,0.2944135090256501
S0014,MPF-AC13,no_onset,ctx_lh_G_front_middle,MFG,sustained,0.2779931748246598
S0014,MPF-AC14,no_onset,ctx_lh_G_front_middle,MFG,onset,0.2539852842329138
S0014,MPF-AC14,no_onset,ctx_lh_G_front_middle,MFG,sustained,0.23199318904730348
S0015,AMT-AMG1,no_onset,Right-Amygdala,amyg,onset,0.13825266061515484
S0015,AMT-AMG1,no_onset,Right-Amygdala,amyg,sustained,0.12885750535118845
S0015,AMT-AMG2,no_onset,Right-Amygdala,amyg,onset,0.12286243868108171
S0015,AMT-AMG2,no_onset,Right-Amygdala,amyg,sustained,0.12478870499953154
S0015,AMT-AMG3,no_onset,Right-Amygdala,amyg,onset,0.12783182249229608
S0015,AMT-AMG3,no_onset,Right-Amygdala,amyg,sustained,0.1264911526368564
S0015,AMT-AMG4,no_onset,Right-Amygdala,amyg,onset,0.10784058296743915
S0015,AMT-AMG4,no_onset,Right-Amygdala,amyg,sustained,0.12013554979636853
S0015,AMT-AMG5,no_onset,Right-Cerebral-White-Matter,wm,onset,0.11746405038624608
S0015,AMT-AMG5,no_onset,Right-Cerebral-White-Matter,wm,sustained,0.13840355214571565
S0015,AMT-AMG6,no_onset,Right-Cerebral-White-Matter,wm,onset,0.13452246365599474
S0015,AMT-AMG6,no_onset,Right-Cerebral-White-Matter,wm,sustained,0.13215032823059092
S0015,AMT-AMG7,no_onset,Right-Cerebral-White-Matter,wm,onset,0.16442749417202052
S0015,AMT-AMG7,no_onset,Right-Cerebral-White-Matter,wm,sustained,0.14355926393966367
