r,model,subject,channel
0.22859285800166035,model1,S0004,LHippo1
0.2267855652456793,model3,S0004,LHippo1
0.01825630357814912,model1,S0004,LHippo2
0.010294487053233015,model3,S0004,LHippo2
0.06015456520016249,model1,S0004,LHippo3
0.058122649137994885,model3,S0004,LHippo3
0.05162551106299967,model1,S0004,LHippo4
0.06083524890361485,model3,S0004,LHippo4
0.12379297288586988,model1,S0004,LHippo5
0.12669716555611524,model3,S0004,LHippo5
0.09237913582595512,model1,S0004,LHippo6
0.0964541268145738,model3,S0004,LHippo6
0.07778161114304882,model1,S0004,LHippo7
0.08378437400430447,model3,S0004,LHippo7
0.09177731281495126,model1,S0004,LHippo8
0.09707603000478253,model3,S0004,LHippo8
0.16943366441667052,model1,S0004,LHippo9
0.16923407248776792,model3,S0004,LHippo9
0.2253082187165558,model1,S0004,LHippo10
0.2239470440128644,model3,S0004,LHippo10
0.15472813193565227,model1,S0004,RHippo1
0.15452970549021927,model3,S0004,RHippo1
0.19040376620355728,model1,S0004,RHippo2
0.18928185982984208,model3,S0004,RHippo2
0.1761344214515768,model1,S0004,RHippo3
0.17503900790707566,model3,S0004,RHippo3
0.12175517896941293,model1,S0004,RHippo4
0.12070638638818508,model3,S0004,RHippo4
0.07442751236828285,model1,S0004,RHippo5
0.07572105579088655,model3,S0004,RHippo5
-0.031575850895876625,model1,S0004,RHippo6
-0.03649030978962665,model3,S0004,RHippo6
0.048248306767590746,model1,S0004,RHippo7
0.06845396442242804,model3,S0004,RHippo7
0.07000922084543681,model1,S0004,RHippo8
0.0833971934322088,model3,S0004,RHippo8
0.03463802565201303,model1,S0004,RHippo10
0.058832846125245995,model3,S0004,RHippo10
0.25449340704198553,model1,S0004,RAntTm1
0.25420432202184434,model3,S0004,RAntTm1
0.1923060605323207,model1,S0004,RAntTm2
0.19162513216778645,model3,S0004,RAntTm2
0.2272723514865329,model1,S0004,RAntTm3
0.2272116379065002,model3,S0004,RAntTm3
0.11990616111358665,model1,S0004,RAntTm4
