r,model,subject,channel
0.22859285800166035,model1,S0004,LHippo1
0.22436932008407487,model2,S0004,LHippo1
0.01825630357814912,model1,S0004,LHippo2
0.01391063147826148,model2,S0004,LHippo2
0.06015456520016249,model1,S0004,LHippo3
0.05979058068355119,model2,S0004,LHippo3
0.05162551106299967,model1,S0004,LHippo4
0.06559878798261481,model2,S0004,LHippo4
0.12379297288586988,model1,S0004,LHippo5
0.13033842422929076,model2,S0004,LHippo5
0.09237913582595512,model1,S0004,LHippo6
0.10026270490693848,model2,S0004,LHippo6
0.07778161114304882,model1,S0004,LHippo7
0.08501400691774945,model2,S0004,LHippo7
0.09177731281495126,model1,S0004,LHippo8
0.09738449229753757,model2,S0004,LHippo8
0.16943366441667052,model1,S0004,LHippo9
0.16564707621905028,model2,S0004,LHippo9
0.2253082187165558,model1,S0004,LHippo10
0.2223580712444874,model2,S0004,LHippo10
0.15472813193565227,model1,S0004,RHippo1
0.15327240178149615,model2,S0004,RHippo1
0.19040376620355728,model1,S0004,RHippo2
0.18847238078103493,model2,S0004,RHippo2
0.1761344214515768,model1,S0004,RHippo3
0.17446332349489144,model2,S0004,RHippo3
0.12175517896941293,model1,S0004,RHippo4
0.1243910380673617,model2,S0004,RHippo4
0.07442751236828285,model1,S0004,RHippo5
0.07794004203352398,model2,S0004,RHippo5
-0.031575850895876625,model1,S0004,RHippo6
-0.033757831730155126,model2,S0004,RHippo6
0.048248306767590746,model1,S0004,RHippo7
0.05689634383007047,model2,S0004,RHippo7
0.07000922084543681,model1,S0004,RHippo8
0.07273756248182141,model2,S0004,RHippo8
0.03463802565201303,model1,S0004,RHippo10
0.04853838169224885,model2,S0004,RHippo10
0.25449340704198553,model1,S0004,RAntTm1
0.2503321259037901,model2,S0004,RAntTm1
0.1923060605323207,model1,S0004,RAntTm2
0.1883342301393768,model2,S0004,RAntTm2
0.2272723514865329,model1,S0004,RAntTm3
0.2256079112427279,model2,S0004,RAntTm3
0.11990616111358665,model1,S0004,RAntTm4
0.11806499948861625,model2,S0004,RAntTm4
0.09322087142884272,model1,S0004,RAntTm5
0.09210017371209077,model2,S0004,RAntTm5
0.028820953312773488,model1,S0004,RAntTm6
0.028326027924710583,model2,S0004,RAntTm6
0.06450212422963207,model1,S0004,RAntTm7
0.06216487758879016,model2,S0004,RAntTm7
0.050896831800045984,model1,S0004,RAntTm8
0.051061310493323984,model2,S0004,RAntTm8
0.02859771951787762,model1,S0004,RAntTm9
0.02618901295307519,model2,S0004,RAntTm9
0.03855317667316532,model1,S0004,RAntTm10
0.041012130468309774,model2,S0004,RAntTm10
-0.02455744541363636,model1,S0004,RMdTm51
-0.01985971704056497,model2,S0004,RMdTm51
0.028146383443432826,model1,S0004,RMdTm52
0.034883114758621964,model2,S0004,RMdTm52
0.0960282831407774,model1,S0004,RMdTm53
0.10228290685929632,model2,S0004,RMdTm53
-0.0054750280888880105,model1,S0004,RMdTm54
-0.02397977141438528,model2,S0004,RMdTm54
0.04525350693610168,model1,S0004,RMdTm55
0.038117866381269634,model2,S0004,RMdTm55
0.025216787671890863,model1,S0004,RMdTm56
0.03506216834330345,model2,S0004,RMdTm56
0.0528928415636056,model1,S0004,RMdTm57
0.05739588186736904,model2,S0004,RMdTm57
0.013769295006892664,model1,S0004,RMdTm58
0.011099921245761372,model2,S0004,RMdTm58
0.13552705706730062,model1,S0004,RMdTm71
0.13394464645641915,model2,S0004,RMdTm71
0.13893889380082053,model1,S0004,RMdTm72
0.13821133390849033,model2,S0004,RMdTm72
0.1093082509703282,model1,S0004,RMdTm73
0.11164216542009583,model2,S0004,RMdTm73
0.07756334756368062,model1,S0004,RMdTm74
0.07160194793473547,model2,S0004,RMdTm74
0.028435729835201387,model1,S0004,RMdTm75
0.01950506544929984,model2,S0004,RMdTm75
0.10685352416969557,model1,S0004,RMdTm76
0.10395356599865373,model2,S0004,RMdTm76
0.07269407649306547,model1,S0004,RMdTm77
0.08480716260943115,model2,S0004,RMdTm77
0.1492976199409141,model1,S0004,RMdTm78
0.14537268615821042,model2,S0004,RMdTm78
0.0008273325021410308,model1,S0004,RInTm51
0.009445829894417024,model2,S0004,RInTm51
0.003465658514067688,model1,S0004,RInTm52
0.008624654118818553,model2,S0004,RInTm52
0.050510235415229324,model1,S0004,RInTm53
0.06031661618087977,model2,S0004,RInTm53
0.05016731781537405,model1,S0004,RInTm54
0.054226420818437884,model2,S0004,RInTm54
0.06536697506738975,model1,S0004,RInTm55
0.07036922710175393,model2,S0004,RInTm55
0.10766818785746043,model1,S0004,RInTm56
0.10813413781468996,model2,S0004,RInTm56
0.33794540062839024,model1,S0004,RInTm57
0.3348954857616453,model2,S0004,RInTm57
0.3489419131715609,model1,S0004,RInTm58
0.34546177906716896,model2,S0004,RInTm58
-0.017560078625885985,model1,S0004,RSpTm51
-0.025513980294900124,model2,S0004,RSpTm51
0.017900543917293812,model1,S0004,RSpTm52
0.020794105521462443,model2,S0004,RSpTm52
0.008042803777512798,model1,S0004,RSpTm53
0.013998281992577627,model2,S0004,RSpTm53
-0.009331129669049934,model1,S0004,RSpTm54
0.0030332151268591787,model2,S0004,RSpTm54
0.02926763258476336,model1,S0004,RSpTm55
0.0319980214031225,model2,S0004,RSpTm55
0.02155907636736105,model1,S0004,RSpTm56
0.010369396238682318,model2,S0004,RSpTm56
0.04038974155594067,model1,S0004,RSpTm57
0.03665352214467656,model2,S0004,RSpTm57
0.034933882133793566,model1,S0004,RSpTm58
0.02503453698264432,model2,S0004,RSpTm58
0.13977354925437588,model1,S0004,RSpTm71
0.13906065602750844,model2,S0004,RSpTm71
0.1149653992651803,model1,S0004,RSpTm72
0.11521550746046495,model2,S0004,RSpTm72
0.06612166751251977,model1,S0004,RSpTm73
0.05552510978889804,model2,S0004,RSpTm73
0.083878888817615,model1,S0004,RSpTm74
0.07420663900709026,model2,S0004,RSpTm74
0.11123077568009347,model1,S0004,RSpTm75
0.10920576922006096,model2,S0004,RSpTm75
0.06374565678613052,model1,S0004,RSpTm76
0.05788338896490621,model2,S0004,RSpTm76
0.07756592519366334,model1,S0004,RSpTm77
0.07134858921370453,model2,S0004,RSpTm77
0.013457418848952615,model1,S0004,RInIns3
0.011209172205708157,model2,S0004,RInIns3
-0.0008897974279300734,model1,S0004,RInIns4
-0.00301069550474396,model2,S0004,RInIns4
0.055880107575373726,model1,S0004,RInIns5
0.05853416183407972,model2,S0004,RInIns5
0.1805757775580469,model1,S0004,RInIns7
0.17310057862724226,model2,S0004,RInIns7
0.26191545737309097,model1,S0004,RInIns8
0.2389647920427828,model2,S0004,RInIns8
0.1083966335343918,model1,S0004,RSpIns1
0.10643220466878406,model2,S0004,RSpIns1
0.210112995414214,model1,S0004,RSpIns2
0.2079070084349169,model2,S0004,RSpIns2
0.12466306346513405,model1,S0004,RSpIns3
0.12522010818467538,model2,S0004,RSpIns3
0.16394835266303034,model1,S0004,RSpIns4
0.16358587363377267,model2,S0004,RSpIns4
0.13831078338279884,model1,S0004,RSpIns5
0.14165170652298775,model2,S0004,RSpIns5
0.13907180622577373,model1,S0004,RSpIns6
0.1451292105400122,model2,S0004,RSpIns6
0.1872348833424154,model1,S0004,RSpIns7
0.18614591939183475,model2,S0004,RSpIns7
0.13589295154084816,model1,S0004,RSpIns8
0.12956168901672266,model2,S0004,RSpIns8
-0.022043982212423315,model1,S0006,RAST1
-0.028558001364433788,model2,S0006,RAST1
0.018540006577371027,model1,S0006,RAST2
0.02652241943599581,model2,S0006,RAST2
0.039172425678604864,model1,S0006,RAST3
0.0567395915461701,model2,S0006,RAST3
0.05831328552272212,model1,S0006,RAST5
0.08230391260564249,model2,S0006,RAST5
0.09226141312896084,model1,S0006,RAST6
0.12197022175723185,model2,S0006,RAST6
0.1338173791685673,model1,S0006,RAST7
0.1662623764607082,model2,S0006,RAST7
0.17305852672756936,model1,S0006,RAST8
0.2009904251004772,model2,S0006,RAST8
0.1789439237872774,model1,S0006,RAST9
0.2058391895490385,model2,S0006,RAST9
0.1547931192881739,model1,S0006,RAST10
0.16508052850321814,model2,S0006,RAST10
0.2145303004378856,model1,S0006,RAST11
0.23770877788068376,model2,S0006,RAST11
0.3375095709000729,model1,S0006,RAST12
0.37400377078104574,model2,S0006,RAST12
0.07706449153028168,model1,S0006,RMST1
0.09522094567307424,model2,S0006,RMST1
0.0810373868471257,model1,S0006,RMST2
0.10344516414356678,model2,S0006,RMST2
0.0532523243518732,model1,S0006,RMST3
0.08273588086375537,model2,S0006,RMST3
0.0931346172662729,model1,S0006,RMST4
0.12678021643987944,model2,S0006,RMST4
0.060890626054156724,model1,S0006,RMST5
0.07805591723924564,model2,S0006,RMST5
0.01209987527646075,model1,S0006,RMST6
0.02972993672070869,model2,S0006,RMST6
0.02222364769671157,model1,S0006,RMST7
0.02099737641674388,model2,S0006,RMST7
0.023092937163653654,model1,S0006,RMST8
0.036110850917239035,model2,S0006,RMST8
0.05581132837557572,model1,S0006,RMST9
0.04942894555619518,model2,S0006,RMST9
0.07900250830307523,model1,S0006,RMST10
0.07529781867456778,model2,S0006,RMST10
0.04458606526279845,model1,S0006,RMST11
0.04397220851641415,model2,S0006,RMST11
0.03655116845797023,model1,S0006,RMST12
0.03827464980093507,model2,S0006,RMST12
0.2629841917271624,model1,S0006,RMST13
0.3049054195295715,model2,S0006,RMST13
0.3510185665518332,model1,S0006,RMST14
0.3955441750052889,model2,S0006,RMST14
0.06015946713397469,model1,S0006,RPST1
0.06827476249841231,model2,S0006,RPST1
0.1410321279368726,model1,S0006,RPST2
0.15889943405599485,model2,S0006,RPST2
0.15716961405696986,model1,S0006,RPST3
0.16314381649617907,model2,S0006,RPST3
0.1633935515995355,model1,S0006,RPST4
0.1768698171955715,model2,S0006,RPST4
0.032507107446788634,model1,S0006,RPST5
0.04644008435075928,model2,S0006,RPST5
0.05961714289277405,model1,S0006,RPST6
0.06576996079800511,model2,S0006,RPST6
0.0654062146456268,model1,S0006,RPST7
0.07086821058286584,model2,S0006,RPST7
0.052571457699279636,model1,S0006,RPST8
0.05398126112755622,model2,S0006,RPST8
0.024593509459007682,model1,S0006,RPST9
0.02898786472258592,model2,S0006,RPST9
0.031065095093817063,model1,S0006,RPST10
0.032468182605016764,model2,S0006,RPST10
0.08322587978827532,model1,S0006,RPST11
0.0865363627134278,model2,S0006,RPST11
0.04915191745731206,model1,S0006,RPST12
0.052008398971353065,model2,S0006,RPST12
0.07802913822688723,model1,S0006,RPPST1
0.08557079648902577,model2,S0006,RPPST1
0.03152541463714393,model1,S0006,RPPST2
0.03465337715430665,model2,S0006,RPPST2
0.08072716202292059,model1,S0006,RPPST3
0.07881800524392328,model2,S0006,RPPST3
0.10004713984008352,model1,S0006,RPPST4
0.10140123226059704,model2,S0006,RPPST4
0.12786974893199474,model1,S0006,RPPST5
0.1338547306944768,model2,S0006,RPPST5
0.04281799241494054,model1,S0006,RPPST6
0.042562535829539484,model2,S0006,RPPST6
0.07006458121265813,model1,S0006,RPPST7
0.059901197928988674,model2,S0006,RPPST7
0.04837794445627255,model1,S0006,RPPST8
0.05823508528228576,model2,S0006,RPPST8
0.06595370719307682,model1,S0006,RPPST9
0.06932867550369128,model2,S0006,RPPST9
0.17370090350165504,model1,S0006,RPPST10
0.17468012997938165,model2,S0006,RPPST10
0.16179953257695134,model1,S0006,RPPST11
0.1625988996397125,model2,S0006,RPPST11
0.21946748075373013,model1,S0006,RPPST13
0.2142458492729071,model2,S0006,RPPST13
0.24807548760518314,model1,S0006,RPPST14
0.2470682463405156,model2,S0006,RPPST14
0.2335544255480016,model1,S0006,RPPST15
0.2493993834655317,model2,S0006,RPPST15
0.3819301304567633,model1,S0006,RPPST16
0.4340528639583984,model2,S0006,RPPST16
0.06489276022175504,model1,S0006,RAIF1
0.06766334450116522,model2,S0006,RAIF1
0.01982343397964273,model1,S0006,RAIF2
0.0191674219997202,model2,S0006,RAIF2
0.09254900418091806,model1,S0006,RAIF3
0.09128683662081012,model2,S0006,RAIF3
