537.3892029163595	537.5581223887933	0.0
542.9166052265094	543.0855246989432	1.0
547.8521340214631	548.0210534938969	2.0
555.1539280740559	555.3228475464897	3.0
559.8364872614073	560.0054067338413	4.0
565.867166379946	566.0360858523798	5.0
572.4328254280331	572.601744900467	6.0
577.4007536659294	577.5696731383632	7.0
581.5864667813549	581.7553862537889	8.0
587.3797001720325	587.5486196444663	3.0
591.6202588678627	591.7891783402965	4.0
596.7353977226181	596.904317195052	0.0
601.7016056361105	601.8705251085443	1.0
606.3880969935283	606.5570164659622	5.0
610.7704595723765	610.9393790448104	8.0
615.2710739739493	615.4399934463833	2.0
620.1705578766282	620.339477349062	6.0
624.4732530515278	624.6421725239617	7.0
628.587326943557	628.7562464159909	1.0
632.7550585729499	632.9239780453838	8.0
637.0383796182518	637.2072990906856	0.0
641.1063733923158	641.2752928647498	7.0
645.202015237159	645.3709347095928	3.0
649.4744818546735	649.6434013271074	4.0
654.6245596788727	654.7934791513067	5.0
659.1555255181453	659.3244449905792	2.0
663.7539526501188	663.9228721225527	6.0
