subject,model,channel,r_value,p_value,best_alpha
S0004,model2,RHippo5,0.07794004203352398,0.0,61584.82110660255
S0004,model2,RHippo6,-0.033757831730155126,1.0,61584.82110660255
S0004,model2,RHippo7,0.056896343830070466,0.0,61584.82110660255
S0004,model2,RHippo8,0.07273756248182141,0.0,61584.82110660255
S0004,model2,RHippo10,0.04853838169224885,0.0,61584.82110660255
S0004,model2,RAntTm1,0.2503321259037901,0.0,61584.82110660255
S0004,model2,RAntTm2,0.1883342301393768,0.0,61584.82110660255
S0004,model2,RAntTm3,0.2256079112427279,0.0,61584.82110660255
S0004,model2,RAntTm4,0.11806499948861625,0.0,61584.82110660255
S0004,model2,RAntTm5,0.09210017371209077,0.0,61584.82110660255
S0004,model2,RAntTm6,0.028326027924710586,0.0,61584.82110660255
S0004,model2,RAntTm7,0.06216487758879016,0.0,61584.82110660255
S0004,model2,RAntTm8,0.051061310493323984,0.0,61584.82110660255
S0004,model2,RAntTm9,0.02618901295307519,0.0,61584.82110660255
S0004,model2,RAntTm10,0.041012130468309774,0.0,61584.82110660255
S0004,model2,RMdTm51,-0.01985971704056497,1.0,61584.82110660255
S0004,model2,RMdTm52,0.034883114758621964,0.0,61584.82110660255
S0004,model2,RMdTm53,0.10228290685929632,0.0,61584.82110660255
S0004,model2,RMdTm54,-0.02397977141438528,1.0,61584.82110660255
S0004,model2,RMdTm55,0.038117866381269634,0.0,61584.82110660255
S0004,model2,RMdTm56,0.03506216834330345,0.0,61584.82110660255
S0004,model2,RMdTm57,0.05739588186736904,0.0,61584.82110660255
S0004,model2,RMdTm58,0.011099921245761372,0.0,61584.82110660255
S0004,model2,RMdTm71,0.13394464645641915,0.0,61584.82110660255
S0004,model2,RMdTm72,0.13821133390849033,0.0,61584.82110660255
S0004,model2,RMdTm73,0.11164216542009583,0.0,61584.82110660255
S0004,model2,RMdTm74,0.07160194793473547,0.0,61584.82110660255
S0004,model2,RMdTm75,0.01950506544929984,0.0,61584.82110660255
S0004,model2,RMdTm76,0.10395356599865373,0.0,61584.82110660255
S0004,model2,RMdTm77,0.08480716260943115,0.0,61584.82110660255
S0004,model2,RMdTm78,0.14537268615821042,0.0,61584.82110660255
S0004,model2,RInTm51,0.009445829894417024,0.0,61584.82110660255
S0004,model2,RInTm52,0.008624654118818553,0.06999999999999995,61584.82110660255
S0004,model2,RInTm53,0.06031661618087977,0.0,61584.82110660255
S0004,model2,RInTm54,0.054226420818437884,0.0,61584.82110660255
S0004,model2,RInTm55,0.07036922710175393,0.0,61584.82110660255
S0004,model2,RInTm56,0.10813413781468996,0.0,61584.82110660255
S0004,model2,RInTm57,0.3348954857616453,0.0,61584.82110660255
S0004,model2,RInTm58,0.34546177906716896,0.0,61584.82110660255
S0004,model2,RSpTm51,-0.025513980294900124,1.0,61584.82110660255
S0004,model2,RSpTm52,0.020794105521462443,0.0,61584.82110660255
S0004,model2,RSpTm53,0.013998281992577627,0.0,61584.82110660255
S0004,model2,RSpTm54,0.0030332151268591782,0.14,61584.82110660255
S0004,model2,RSpTm55,0.0319980214031225,0.0,61584.82110660255
S0004,model2,RSpTm56,0.010369396238682318,0.0,61584.82110660255
S0004,model2,RSpTm57,0.03665352214467656,0.0,61584.82110660255
S0004,model2,RSpTm58,0.02503453698264432,0.0,61584.82110660255
S0004,model2,RSpTm71,0.13906065602750844,0.0,61584.82110660255
S0004,model2,RSpTm72,0.11521550746046495,0.0,61584.82110660255
S0004,model2,RSpTm73,0.05552510978889804,0.0,61584.82110660255
S0004,model2,RSpTm74,0.07420663900709026,0.0,61584.82110660255
S0004,model2,RSpTm75,0.10920576922006096,0.0,61584.82110660255
S0004,model2,RSpTm76,0.05788338896490621,0.0,61584.82110660255
S0004,model2,RSpTm77,0.07134858921370453,0.0,61584.82110660255
S0004,model2,RInIns3,0.011209172205708155,0.0,61584.82110660255
S0004,model2,RInIns4,-0.00301069550474396,0.16000000000000003,61584.82110660255
S0004,model2,RInIns5,0.05853416183407972,0.0,61584.82110660255
S0004,model2,RInIns7,0.17310057862724226,0.0,61584.82110660255
S0004,model2,RInIns8,0.23896479204278276,0.0,61584.82110660255
S0004,model2,RSpIns1,0.10643220466878406,0.0,61584.82110660255
S0004,model2,RSpIns2,0.2079070084349169,0.0,61584.82110660255
S0004,model2,RSpIns3,0.12522010818467538,0.0,61584.82110660255
S0004,model2,RSpIns4,0.16358587363377267,0.0,61584.82110660255
S0004,model2,RSpIns5,0.14165170652298775,0.0,61584.82110660255
S0004,model2,RSpIns6,0.1451292105400122,0.0,61584.82110660255
S0004,model2,RSpIns7,0.18614591939183475,0.0,61584.82110660255
S0004,model2,RSpIns8,0.12956168901672266,0.0,61584.82110660255
S0004,model3,LHippo1,0.2267855652456793,0.0,11288.378916846885
S0004,model3,LHippo2,0.010294487053233015,0.14,11288.378916846885
S0004,model3,LHippo3,0.058122649137994885,0.0,11288.378916846885
S0004,model3,LHippo4,0.06083524890361485,0.0,11288.378916846885
S0004,model3,LHippo5,0.12669716555611524,0.0,11288.378916846885
S0004,model3,LHippo6,0.0964541268145738,0.0,11288.378916846885
S0004,model3,LHippo7,0.08378437400430447,0.0,11288.378916846885
S0004,model3,LHippo8,0.09707603000478253,0.0,11288.378916846885
S0004,model3,LHippo9,0.16923407248776792,0.0,11288.378916846885
S0004,model3,LHippo10,0.22394704401286436,0.0,11288.378916846885
S0004,model3,RHippo1,0.15452970549021927,0.0,11288.378916846885
S0004,model3,RHippo2,0.18928185982984208,0.0,11288.378916846885
S0004,model3,RHippo3,0.17503900790707566,0.0,11288.378916846885
S0004,model3,RHippo4,0.12070638638818508,0.0,11288.378916846885
S0004,model3,RHippo5,0.07572105579088655,0.0,11288.378916846885
S0004,model3,RHippo6,-0.03649030978962665,1.0,11288.378916846885
S0004,model3,RHippo7,0.06845396442242804,0.0,11288.378916846885
S0004,model3,RHippo8,0.0833971934322088,0.0,11288.378916846885
S0004,model3,RHippo10,0.058832846125246,0.0,11288.378916846885
S0004,model3,RAntTm1,0.25420432202184434,0.0,11288.378916846885
S0004,model3,RAntTm2,0.19162513216778645,0.0,11288.378916846885
S0004,model3,RAntTm3,0.2272116379065002,0.0,11288.378916846885
S0004,model3,RAntTm4,0.1165605424494926,0.0,11288.378916846885
S0004,model3,RAntTm5,0.08392608050323118,0.0,11288.378916846885
S0004,model3,RAntTm6,0.02651022507153216,0.0,11288.378916846885
S0004,model3,RAntTm7,0.06057750357719766,0.0,11288.378916846885
S0004,model3,RAntTm8,0.04941465359926489,0.0,11288.378916846885
S0004,model3,RAntTm9,0.027019175664386847,0.0,11288.378916846885
S0004,model3,RAntTm10,0.03752816770276677,0.0,11288.378916846885
S0004,model3,RMdTm51,-0.02388252430876965,1.0,11288.378916846885
S0004,model3,RMdTm52,0.027473101154011702,0.0,11288.378916846885
S0004,model3,RMdTm53,0.10327536132157092,0.0,11288.378916846885
S0004,model3,RMdTm54,-0.05948051662870029,1.0,11288.378916846885
S0004,model3,RMdTm55,-0.009356267857896866,1.0,11288.378916846885
S0004,model3,RMdTm56,0.028752367877096636,0.0,11288.378916846885
S0004,model3,RMdTm57,0.054181090665716566,0.0,11288.378916846885
S0004,model3,RMdTm58,0.005170107165459836,0.0,11288.378916846885
S0004,model3,RMdTm71,0.13558828281037666,0.0,11288.378916846885
S0004,model3,RMdTm72,0.13819802480457358,0.0,11288.378916846885
S0004,model3,RMdTm73,0.1131454484668195,0.0,11288.378916846885
S0004,model3,RMdTm74,0.07810555964739331,0.0,11288.378916846885
S0004,model3,RMdTm75,0.01701654014967963,0.0,11288.378916846885
S0004,model3,RMdTm76,0.1086827686137509,0.0,11288.378916846885
S0004,model3,RMdTm77,0.0828853225826561,0.0,11288.378916846885
S0004,model3,RMdTm78,0.15097066517123542,0.0,11288.378916846885
S0004,model3,RInTm51,0.0018475109972747265,0.44999999999999996,11288.378916846885
S0004,model3,RInTm52,0.002681410666061239,0.19999999999999996,11288.378916846885
S0004,model3,RInTm53,0.05732004873450903,0.0,11288.378916846885
S0004,model3,RInTm54,0.051846145398164775,0.0,11288.378916846885
S0004,model3,RInTm55,0.06637025195467129,0.0,11288.378916846885
S0004,model3,RInTm56,0.10615078615453596,0.0,11288.378916846885
S0004,model3,RInTm57,0.3378117948909957,0.0,11288.378916846885
S0004,model3,RInTm58,0.34874251662787586,0.0,11288.378916846885
S0004,model3,RSpTm51,-0.02388549265276824,1.0,11288.378916846885
S0004,model3,RSpTm52,0.019196637441683533,0.0,11288.378916846885
S0004,model3,RSpTm53,0.012163229547180852,0.0,11288.378916846885
S0004,model3,RSpTm54,0.003288279804667084,0.13,11288.378916846885
S0004,model3,RSpTm55,0.027144415907112796,0.0,11288.378916846885
S0004,model3,RSpTm56,0.00319519364491607,0.0,11288.378916846885
S0004,model3,RSpTm57,0.03394966167970037,0.0,11288.378916846885
S0004,model3,RSpTm58,0.030339335536720562,0.0,11288.378916846885
S0004,model3,RSpTm71,0.1398894595373849,0.0,11288.378916846885
S0004,model3,RSpTm72,0.11741716829594515,0.0,11288.378916846885
S0004,model3,RSpTm73,0.06617663881404305,0.0,11288.378916846885
S0004,model3,RSpTm74,0.0842707143328655,0.0,11288.378916846885
S0004,model3,RSpTm75,0.11319222596050105,0.0,11288.378916846885
S0004,model3,RSpTm76,0.060787205380157375,0.0,11288.378916846885
S0004,model3,RSpTm77,0.07987917589162835,0.0,11288.378916846885
S0004,model3,RInIns3,0.011984562927263234,0.0,11288.378916846885
S0004,model3,RInIns4,-0.0006587500386949272,0.040000000000000036,11288.378916846885
S0004,model3,RInIns5,0.05379928697505024,0.0,11288.378916846885
S0004,model3,RInIns7,0.17870760333170702,0.0,11288.378916846885
S0004,model3,RInIns8,0.26156387989578245,0.0,11288.378916846885
S0004,model3,RSpIns1,0.10638758642572747,0.0,11288.378916846885
S0004,model3,RSpIns2,0.21062477757530187,0.0,11288.378916846885
S0004,model3,RSpIns3,0.12291803565757335,0.0,11288.378916846885
S0004,model3,RSpIns4,0.16455507638534686,0.0,11288.378916846885
S0004,model3,RSpIns5,0.1380641377006508,0.0,11288.378916846885
S0004,model3,RSpIns6,0.1397989624307793,0.0,11288.378916846885
S0004,model3,RSpIns7,0.18801048749011715,0.0,11288.378916846885
S0004,model3,RSpIns8,0.1368361207024871,0.0,11288.378916846885
S0004,model4,LHippo1,0.07031320595439906,0.0,11288.378916846885
S0004,model4,LHippo2,0.019129517160354936,0.010000000000000009,11288.378916846885
S0004,model4,LHippo3,0.03175472697576029,0.0,11288.378916846885
S0004,model4,LHippo4,-0.015750658045322274,1.0,11288.378916846885
S0004,model4,LHippo5,0.023412284002279418,0.0,11288.378916846885
S0004,model4,LHippo6,0.006805716597503913,0.0,11288.378916846885
S0004,model4,LHippo7,-0.02364577060730134,1.0,11288.378916846885
S0004,model4,LHippo8,-0.031690647334614644,1.0,11288.378916846885
S0004,model4,LHippo9,0.03938799324545112,0.0,11288.378916846885
S0004,model4,LHippo10,0.05785837927084461,0.0,11288.378916846885
S0004,model4,RHippo1,0.04261429859478663,0.0,11288.378916846885
S0004,model4,RHippo2,0.0544074456815622,0.0,11288.378916846885
S0004,model4,RHippo3,0.04469686017954927,0.0,11288.378916846885
S0004,model4,RHippo4,-0.0044771007834972015,0.92,11288.378916846885
S0004,model4,RHippo5,-0.015201096617975546,1.0,11288.378916846885
S0004,model4,RHippo6,-0.027231624640086827,1.0,11288.378916846885
S0004,model4,RHippo7,-0.035305963119549116,1.0,11288.378916846885
S0004,model4,RHippo8,0.0004979947045805653,0.88,11288.378916846885
S0004,model4,RHippo10,-0.011935347842204048,0.84,11288.378916846885
S0004,model4,RAntTm1,0.04820977705724267,0.0,11288.378916846885
S0004,model4,RAntTm2,0.04586702848693158,0.0,11288.378916846885
S0004,model4,RAntTm3,0.03352639537264489,0.0,11288.378916846885
S0004,model4,RAntTm4,0.03049794693132072,0.0,11288.378916846885
S0004,model4,RAntTm5,0.029708574365922582,0.0,11288.378916846885
S0004,model4,RAntTm6,0.02030521568244844,0.0,11288.378916846885
S0004,model4,RAntTm7,0.017744410418072686,0.0,11288.378916846885
S0004,model4,RAntTm8,-0.001781976755721477,0.94,11288.378916846885
S0004,model4,RAntTm9,-0.006600524653588811,0.99,11288.378916846885
S0004,model4,RAntTm10,-0.014672365199184871,0.99,11288.378916846885
S0004,model4,RMdTm51,-0.033106804030946964,1.0,11288.378916846885
S0004,model4,RMdTm52,0.000676439091149947,0.14,11288.378916846885
S0004,model4,RMdTm53,0.01108876309605511,0.0,11288.378916846885
S0004,model4,RMdTm54,0.006662115955842517,0.0,11288.378916846885
S0004,model4,RMdTm55,0.029417917555173083,0.0,11288.378916846885
S0004,model4,RMdTm56,0.013215233557016013,0.0,11288.378916846885
S0004,model4,RMdTm57,-0.03235633495646284,1.0,11288.378916846885
S0004,model4,RMdTm58,0.0033826376212581963,0.0,11288.378916846885
S0004,model4,RMdTm71,0.015263548711957063,0.0,11288.378916846885
S0004,model4,RMdTm72,0.012246120091333782,0.0,11288.378916846885
S0004,model4,RMdTm73,-0.005594513938138644,0.25,11288.378916846885
S0004,model4,RMdTm74,0.029762880418575662,0.0,11288.378916846885
S0004,model4,RMdTm75,0.0251126907540912,0.0,11288.378916846885
S0004,model4,RMdTm76,0.028643860322512437,0.0,11288.378916846885
S0004,model4,RMdTm77,0.01886659432326226,0.0,11288.378916846885
S0004,model4,RMdTm78,0.03599417594996025,0.0,11288.378916846885
S0004,model4,RInTm51,0.015885320788927702,0.0,11288.378916846885
S0004,model4,RInTm52,0.0002828261033704156,0.27,11288.378916846885
S0004,model4,RInTm53,-0.009311502698085698,0.5900000000000001,11288.378916846885
S0004,model4,RInTm54,0.005389960413822463,0.020000000000000018,11288.378916846885
S0004,model4,RInTm55,-0.010431966274592436,1.0,11288.378916846885
S0004,model4,RInTm56,-0.0099076747514589,1.0,11288.378916846885
S0004,model4,RInTm57,0.0859008207592226,0.0,11288.378916846885
S0004,model4,RInTm58,0.09019449760214124,0.0,11288.378916846885
S0004,model4,RSpTm51,-0.02095221456430818,1.0,11288.378916846885
S0004,model4,RSpTm52,0.015149797910369071,0.0,11288.378916846885
S0004,model4,RSpTm53,-0.011575854825720686,1.0,11288.378916846885
S0004,model4,RSpTm54,-0.010616424866427552,1.0,11288.378916846885
S0004,model4,RSpTm55,0.03211199799383292,0.0,11288.378916846885
S0004,model4,RSpTm56,0.031777247483794666,0.0,11288.378916846885
S0004,model4,RSpTm57,0.03242398400592166,0.0,11288.378916846885
S0004,model4,RSpTm58,0.033000071273758945,0.0,11288.378916846885
S0004,model4,RSpTm71,0.0006840228432228354,0.0,11288.378916846885
S0004,model4,RSpTm72,-0.001735867685007452,0.48,11288.378916846885
S0004,model4,RSpTm73,0.034999705307249177,0.0,11288.378916846885
S0004,model4,RSpTm74,0.016485946394134362,0.0,11288.378916846885
S0004,model4,RSpTm75,0.018599427076062457,0.0,11288.378916846885
S0004,model4,RSpTm76,0.021194351479717537,0.0,11288.378916846885
S0004,model4,RSpTm77,0.02483653097897238,0.0,11288.378916846885
S0004,model4,RInIns3,-0.011210572195915026,0.86,11288.378916846885
S0004,model4,RInIns4,-0.007849500109690261,0.98,11288.378916846885
S0004,model4,RInIns5,0.007780547561613477,0.0,11288.378916846885
S0004,model4,RInIns7,0.10072510861797236,0.0,11288.378916846885
S0004,model4,RInIns8,0.1740180014168286,0.0,11288.378916846885
S0004,model4,RSpIns1,-0.023157275115310967,1.0,11288.378916846885
S0004,model4,RSpIns2,0.01854960262470237,0.0,11288.378916846885
S0004,model4,RSpIns3,-0.01503565741915546,1.0,11288.378916846885
S0004,model4,RSpIns4,-0.0005959565680096642,0.0,11288.378916846885
S0004,model4,RSpIns5,0.007115224207432718,0.0,11288.378916846885
S0004,model4,RSpIns6,0.013588783338659802,0.0,11288.378916846885
S0004,model4,RSpIns7,0.0500377088280172,0.0,11288.378916846885
S0004,model4,RSpIns8,0.0792174891049069,0.0,11288.378916846885
S0006,model1,RAST1,-0.022043982212423315,1.0,1438.4498882876599
S0006,model1,RAST2,0.018540006577371027,0.0,1438.4498882876599
S0006,model1,RAST3,0.039172425678604864,0.0,1438.4498882876599
S0006,model1,RAST5,0.05831328552272212,0.0,1438.4498882876599
S0006,model1,RAST6,0.09226141312896084,0.0,1438.4498882876599
S0006,model1,RAST7,0.1338173791685673,0.0,1438.4498882876599
S0006,model1,RAST8,0.17305852672756936,0.0,1438.4498882876599
S0006,model1,RAST9,0.1789439237872774,0.0,1438.4498882876599
S0006,model1,RAST10,0.1547931192881739,0.0,1438.4498882876599
S0006,model1,RAST11,0.2145303004378856,0.0,1438.4498882876599
S0006,model1,RAST12,0.3375095709000729,0.0,1438.4498882876599
S0006,model1,RMST1,0.07706449153028168,0.0,1438.4498882876599
S0006,model1,RMST2,0.0810373868471257,0.0,1438.4498882876599
S0006,model1,RMST3,0.0532523243518732,0.0,1438.4498882876599
S0006,model1,RMST4,0.0931346172662729,0.0,1438.4498882876599
S0006,model1,RMST5,0.060890626054156724,0.0,1438.4498882876599
S0006,model1,RMST6,0.01209987527646075,0.0,1438.4498882876599
S0006,model1,RMST7,0.02222364769671157,0.0,1438.4498882876599
S0006,model1,RMST8,0.023092937163653654,0.0,1438.4498882876599
S0006,model1,RMST9,0.05581132837557572,0.0,1438.4498882876599
S0006,model1,RMST10,0.07900250830307523,0.0,1438.4498882876599
S0006,model1,RMST11,0.04458606526279845,0.0,1438.4498882876599
S0006,model1,RMST12,0.03655116845797023,0.0,1438.4498882876599
S0006,model1,RMST13,0.2629841917271624,0.0,1438.4498882876599
S0006,model1,RMST14,0.3510185665518332,0.0,1438.4498882876599
S0006,model1,RPST1,0.06015946713397469,0.0,1438.4498882876599
S0006,model1,RPST2,0.1410321279368726,0.0,1438.4498882876599
S0006,model1,RPST3,0.15716961405696986,0.0,1438.4498882876599
S0006,model1,RPST4,0.1633935515995355,0.0,1438.4498882876599
S0006,model1,RPST5,0.032507107446788634,0.0,1438.4498882876599
S0006,model1,RPST6,0.05961714289277405,0.0,1438.4498882876599
S0006,model1,RPST7,0.0654062146456268,0.0,1438.4498882876599
S0006,model1,RPST8,0.052571457699279636,0.0,1438.4498882876599
S0006,model1,RPST9,0.024593509459007682,0.0,1438.4498882876599
S0006,model1,RPST10,0.031065095093817063,0.0,1438.4498882876599
S0006,model1,RPST11,0.08322587978827532,0.0,1438.4498882876599
S0006,model1,RPST12,0.04915191745731206,0.0,1438.4498882876599
S0006,model1,RPPST1,0.07802913822688723,0.0,1438.4498882876599
S0006,model1,RPPST2,0.03152541463714393,0.0,1438.4498882876599
S0006,model1,RPPST3,0.08072716202292059,0.0,1438.4498882876599
S0006,model1,RPPST4,0.10004713984008352,0.0,1438.4498882876599
S0006,model1,RPPST5,0.12786974893199474,0.0,1438.4498882876599
S0006,model1,RPPST6,0.04281799241494054,0.0,1438.4498882876599
S0006,model1,RPPST7,0.07006458121265813,0.0,1438.4498882876599
S0006,model1,RPPST8,0.04837794445627255,0.0,1438.4498882876599
S0006,model1,RPPST9,0.06595370719307682,0.0,1438.4498882876599
S0006,model1,RPPST10,0.17370090350165504,0.0,1438.4498882876599
S0006,model1,RPPST11,0.16179953257695134,0.0,1438.4498882876599
S0006,model1,RPPST13,0.21946748075373013,0.0,1438.4498882876599
S0006,model1,RPPST14,0.24807548760518314,0.0,1438.4498882876599
S0006,model1,RPPST15,0.2335544255480016,0.0,1438.4498882876599
S0006,model1,RPPST16,0.3819301304567633,0.0,1438.4498882876599
S0006,model1,RAIF1,0.06489276022175504,0.0,1438.4498882876599
S0006,model1,RAIF2,0.019823433979642726,0.0,1438.4498882876599
S0006,model1,RAIF3,0.09254900418091806,0.0,1438.4498882876599
S0006,model1,RAIF4,0.061016750712432,0.0,1438.4498882876599
S0006,model1,RAIF5,0.0470521625384102,0.0,1438.4498882876599
S0006,model1,RAIF6,0.0727734518186872,0.0,1438.4498882876599
S0006,model1,RAIF7,0.12460266955567123,0.0,1438.4498882876599
S0006,model1,RAIF8,0.2271664179909333,0.0,1438.4498882876599
S0006,model1,RPI1,-0.004352203338622574,0.89,1438.4498882876599
S0006,model1,RPI2,-0.0007699258109303901,0.5800000000000001,1438.4498882876599
S0006,model1,RPI3,-0.00016429653658291889,0.0,1438.4498882876599
S0006,model1,RPI4,0.05011596614399546,0.0,1438.4498882876599
S0006,model1,RPI5,0.1339941523700106,0.0,1438.4498882876599
S0006,model1,RPI6,0.11074089049738256,0.0,1438.4498882876599
S0006,model1,RPI7,0.0923271973867704,0.0,1438.4498882876599
S0006,model1,RPI8,0.04989498047799746,0.0,1438.4498882876599
S0006,model1,RPI9,0.06024694599586732,0.0,1438.4498882876599
S0006,model1,RPI10,0.14281234432097684,0.0,1438.4498882876599
S0006,model1,RPI11,0.15480285138864386,0.0,1438.4498882876599
S0006,model1,RPI12,0.1282884237459975,0.0,1438.4498882876599
S0006,model1,RPI13,0.11700016622217327,0.0,1438.4498882876599
S0006,model1,RPI14,0.0942503206103389,0.0,1438.4498882876599
S0006,model1,RPI15,0.04151369328408185,0.0,1438.4498882876599
