41.55	42.05	0.0
51.32	51.82	1.0
55.15	55.65	0.0
62.86	63.36	1.0
72.36	72.86	0.0
78.18	78.68	1.0
85.75	86.25	0.0
92.21	92.71	1.0
100.49	100.99	0.0
110.82	111.32	1.0
124.3	124.8	0.0
133.92	134.42	1.0
148.45	148.95	0.0
155.5	156.0	1.0
163.57	164.07	0.0
170.82	171.32	1.0
181.04	181.54	0.0
187.33	187.83	1.0
195.18	195.68	0.0
205.96	206.46	1.0
218.25	218.75	0.0
228.53	229.03	1.0
240.37	240.87	0.0
247.24	247.74	1.0
255.77	256.27	0.0
262.16	262.66	1.0
270.06	270.56	0.0
277.07	277.57	1.0
285.57	286.07	0.0
297.82	298.32	1.0
311.63	312.13	0.0
318.58	319.08	1.0
327.05	327.55	0.0
332.67	333.17	1.0
339.83	340.33	0.0
346.52	347.02	1.0
354.58	355.08	0.0
358.76	359.26	1.0
364.42	364.92	0.0
370.89	371.39	1.0
379.0	379.5	0.0
438.8	439.3	1.0
