109.85	110.35	0.0
133.18	133.68	1.0
157.04	157.54	0.0
162.64	163.14	1.0
168.7	169.2	0.0
179.97	180.47	1.0
216.58	217.08	0.0
223.63	224.13	1.0
231.04	231.54	0.0
237.19	237.69	1.0
243.87	244.37	0.0
252.09	252.59	1.0
260.89	261.39	0.0
270.2	270.7	1.0
283.83	284.33	0.0
291.03	291.53	1.0
298.75	299.25	0.0
305.24	305.74	1.0
334.89	335.39	0.0
339.6	340.1	1.0
344.9	345.4	0.0
353.43	353.93	1.0
362.67	363.17	0.0
369.92	370.42	1.0
378.17	378.67	0.0
383.79	384.29	1.0
390.18	390.68	0.0
404.07	404.57	1.0
418.58	419.08	0.0
432.14	432.64	1.0
455.63	456.13	0.0
465.99	466.49	1.0
489.12	489.62	0.0
496.52	497.02	1.0
504.25	504.75	0.0
511.52	512.02	1.0
519.73	520.23	0.0
527.22	527.72	1.0
535.08	535.58	0.0
542.66	543.16	1.0
550.88	551.38	0.0
577.53	578.03	1.0
588.68	589.18	0.0
596.29	596.79	1.0
603.51	604.01	0.0
613.76	614.26	1.0
623.73	624.23	0.0
629.34	629.84	1.0
635.96	636.46	0.0
641.23	641.73	1.0
646.33	646.83	0.0
654.17	654.67	1.0
669.77	670.27	0.0
677.77	678.27	1.0
686.14	686.64	0.0
692.82	693.32	1.0
700.28	700.78	0.0
707.08	707.58	1.0
719.22	719.72	0.0
723.73	724.23	1.0
727.49	727.99	0.0
736.52	737.02	1.0
745.47	745.97	0.0
752.43	752.93	1.0
761.5	762.0	0.0
767.11	767.61	1.0
781.69	782.19	0.0
788.67	789.17	1.0
796.48	796.98	0.0
808.11	808.61	1.0
815.04	815.54	0.0
823.89	824.39	1.0
831.53	832.03	0.0
840.47	840.97	1.0
846.47	846.97	0.0
854.63	855.13	1.0
862.68	863.18	0.0
874.93	875.43	1.0
887.29	887.79	0.0
893.87	894.37	1.0
